course_code,hard_prereq,concurrent_with,min_standing
EXBU 6525,none,,0.0
EXBU 6530,none,,0.0
EXBU 6545,none,,0.0
EXBU 6550,none,,0.0
EXBU 6560,none,,0.0
EXBU 6571,none,,0.0
EXBU 6572,none,,0.0
EXBU 6580,none,,0.0
EXBU 6590,none,,0.0
EXBU 6931,none,,0.0
EXBU 6952,none,,0.0
EXBU 6995,none,,0.0
EXBU 6997,none,,0.0
EXBUI 6931,none,,0.0
EXPH 1001,none,,0.0
EXPH 1010,none,,0.0
EXPH 1020,none,,0.0
EXPH 1500,none,BISC 1035,0.0
EXPH 2000,EXPH 2045,,0.0
EXPH 2001,none,EXPH 3986,0.0
EXPH 2045,BISC 1035;BISC 3135;BISC 2015;BISC 2016;CHEM 1002,,0.0
EXPH 2046,BISC 1035;BISC 3135;BISC 2015;CHEM 1002,EXPH 2045,0.0
EXPH 2106,none,,0.0
EXPH 2110,none,,0.0
EXPH 2115,none,,0.0
EXPH 2116,none,,0.0
EXPH 2190,none,,0.0
EXPH 2931,none,,3.0
EXPH 2931H,none,,0.0
EXPH 2987,EXPH 1010;EXPH 2110;EXPH 2115;EXPH 2190;EXPH 2000,,0.0
EXPH 3000,none,,3.0
EXPH 3010,none,,3.0
EXPH 3015,none,,3.0
EXPH 3020,none,,3.0
EXPH 3025,none,,3.0
EXPH 3040,none,,3.0
EXPH 3050,none,,3.0
EXPH 3055,none,,3.0
EXPH 3060,none,,3.0
EXPH 3065,none,,3.0
EXPH 3070,none,,3.0
EXPH 3080,none,,3.0
EXPH 3170,EXPH 3986,,0.0
EXPH 3180,EXPH 2115,,0.0
EXPH 3200,none,,0.0
EXPH 3500,none,,0.0
EXPH 3600,none,,3.0
EXPH 3610,none,,3.0
EXPH 3615,none,,3.0
EXPH 3620,none,,3.0
EXPH 3625,none,,3.0
EXPH 3635,EXPH 4189,,3.0
EXPH 3640,none,EXPH 3180;EXPH 3200,0.0
EXPH 3645,none,,3.0
EXPH 3650,none,,3.0
EXPH 3655,none,,0.0
EXPH 3660,EXPH 2115;EXPH 3180,,0.0
EXPH 3670,none,,3.0
EXPH 3680,none,,3.0
EXPH 3690,none,,3.0
EXPH 3986,EXPH 1010;EXPH 2110;EXPH 2115;EXPH 2190,EXPH 2000,3.0
EXPH 3987,EXPH 2987,,0.0
EXPH 4015,none,,4.0
EXPH 4020,EXPH 2115,,0.0
EXPH 4187,EXPH 2115;EXPH 3180;EXPH 3200,,0.0
EXPH 4189,EXPH 2115,,0.0
EXPH 4190,EXPH 2115;EXPH 2190,,0.0
EXPH 4192,EXPH 2115;EXPH 3180;BISC 1035,EXPH 4195,4.0
EXPH 4195,EXPH 2115;EXPH 3180;BISC 1035,EXPH 4192,4.0
EXPH 4931,none,,0.0
EXPH 4956H,none,,0.0
EXPH 4957H,none,,0.0
EXPH 4960H,none,,0.0
EXPH 4986,EXPH 3986,,4.0
EXPH 4995,none,,0.0
EXPH 5015,none,,0.0
EXPH 5187,none,,0.0
EXPH 5192,none,EXPH 5195,0.0
EXPH 5195,none,EXPH 5192,0.0
EXPH 7140,none,BISC 7130,0.0
EXPH 7189,none,,0.0
EXPH 9002H,none,,0.0
EXRS 6001,BISC 5135;BISC 5145,,0.0
EXRS 6010,none,,0.0
EXRS 6020,none,,0.0
EXRS 6030,none,EXRS 6001,0.0
EXRS 6130,EXRS 6030,,0.0
EXRS 6201,BISC 5135;EXRS 6001,,0.0
EXRS 6250,EXRS 6201,,0.0
EXRS 6290,none,,0.0
EXRS 6320,none,,0.0
EXRS 6380,none,PHTH 7530,0.0
EXRS 6505,EXRS 6001,,0.0
EXRS 6510,EXRS 6001,,0.0
EXRS 6515,EXRS 6001;EXRS 6201,,0.0
EXRS 6520,EXRS 6001;BISC 5135;EXPH 4192 or EXPH 5192,,0.0
EXRS 6530,EXRS 6001;EXRS 6201,,0.0
EXRS 6540,EXRS 6001,,0.0
EXRS 6550,EXRS 6001,,0.0
EXRS 6560,none,,0.0
EXRS 6570,none,EXRS 6201,0.0
EXRS 6590,EXRS 6001,,0.0
EXRS 6600,none,,0.0
EXRS 6650,none,,0.0
EXRS 6931,none,,0.0
EXRS 6954,none,,0.0
EXRS 6957,none,,0.0
EXRS 6958,none,,0.0
EXRS 6959,none,,0.0
EXRS 6960,none,,0.0
EXRS 6995,none,,0.0
EXRS 6998,none,,0.0
EXRS 6999,none,,0.0
EXRS 8099,none,,0.0
EXRS 8995,none,,0.0
EXRS 8999,none,,0.0
EXRS 9970,none,,0.0
EXRS 9974,none,,0.0
EXRS 9975,none,,0.0
EXRS 9976,none,,0.0
EXRS 9984,none,,0.0
EXRS 9985,none,,0.0
EXRS 9986,none,,0.0
EXRS 9987,none,,0.0
EXRS 9988,none,,0.0
EXRS 9989,none,,0.0
EXRS 9991,none,,0.0
EXRS 9992,none,,0.0
EXRS 9993,none,,0.0
EXRS 9994,none,,0.0
EXRS 9995,none,,0.0
EXRS 9996,none,,0.0
EXRS 9997,none,,0.0
EXRS 9998,none,,0.0
EXRS 9999,none,,0.0
FIAR 1000,none,,0.0
FIAR 1100,none,,0.0
FIAR 1210,FIAR 1000;FIAR 1100,,0.0
FIAR 1501,none,,0.0
FIAR 1510,FIAR 1000;FIAR 1100,,0.0
FIAR 1900,none,,0.0
FIAR 2007,FIAR 2931,,0.0
FIAR 2009,FIAR 2931,,0.0
FIAR 2013,FIAR 2931,,0.0
FIAR 2030,FIAR 1100,,2.0
FIAR 2040,FIAR 1100;FIAR 2030,,0.0
FIAR 2067,FIAR 1000;FIAR 1100,,0.0
FIAR 2073,FIAR 1000;FIAR 1100,,0.0
FIAR 2200,FIAR 1000;FIAR 1100,,0.0
FIAR 2221,FIAR 1000;FIAR 1100,,0.0
FIAR 2400,FIAR 1000;FIAR 1100;ADPR 2100 or FIAR 1501;FIAR 1510,,3.0
FIAR 2410,FIAR 1100;FIAR 2400,,3.0
FIAR 2450,FIAR 1000;FIAR 1100,,3.0
FIAR 2900,FIAR 1100,,0.0
FIAR 2910,FIAR 1100;FIAR 2900,,0.0
FIAR 2931,FIAR 1100 or FIAR 1120;FIAR 2810,,0.0
FIAR 3020,FIAR 2030;FIAR 2040;FIAR 2910,,0.0
FIAR 3040,FIAR 1100;FIAR 2040;FIAR 2910,,0.0
FIAR 3050,none,FIAR 1100;FIAR 2030;FIAR 2900;FIAR 2910,0.0
FIAR 3060,FIAR 1000;FIAR 1100,,0.0
FIAR 3070,FIAR 3060,,0.0
FIAR 3701,FIAR 1000;FIAR 1100,,0.0
FIAR 3931,FIAR 1100,,0.0
FIAR 4995,none,,0.0
FILM 2280,none,,0.0
FILM 2290,none,,0.0
FILM 2600,none,,0.0
FILM 3300,none,,0.0
FILM 3620,none,,0.0
FILM 3932,none,,0.0
FILM 4620,none,,0.0
FILM 4953,none,,0.0
FILM 4995,none,,0.0
FINA 3001,ECON 1103;BUAD 1560 or MATH 4720,ACCO 1031,0.0
FINA 3002,ACCO 1030;ECON 1103,FINA 3001,0.0
FINA 3370,none,,0.0
FINA 3986,FINA 3001,,0.0
FINA 4001,ACCO 1031;FINA 3001,,0.0
FINA 4002,FINA 3001,,0.0
FINA 4011,ACCO 1031;FINA 3001,,0.0
FINA 4020,FINA 3001,,0.0
FINA 4023,FINA 3001,,0.0
FINA 4040,FINA 3001,,0.0
FINA 4050,FINA 3001,,0.0
FINA 4060,FINA 3001,,0.0
FINA 4065,FINA 3001,,0.0
FINA 4075,FINA 3001 or BUAD 2001,FINA 3001,0.0
FINA 4081,FINA 3001;FINA 4001,,0.0
FINA 4082,FINA 3001,,0.0
FINA 4084,FINA 3001,,0.0
FINA 4085,FINA 3001,,0.0
FINA 4121,FINA 3001,,0.0
FINA 4122,FINA 3001,,0.0
FINA 4123,FINA 4001;FINA 4011;FINA 4020;FINA 4121;FINA 4122,,0.0
FINA 4191,FINA 3001,,0.0
FINA 4210,FINA 3002;MANA 3001,,0.0
FINA 4211,FINA 3002,,0.0
FINA 4212,FINA 3002;FINA 4210,,0.0
FINA 4931,none,,0.0
FINA 4953,FINA 3001,,0.0
FINA 4986,FINA 3986,,0.0
FINA 4989,FINA 3001,,0.0
FINA 4995,none,,0.0
FINA 5001,MBA 6010;MBA 6040;MBA 6060,,0.0
FINA 5002,MBA 6010;MBA 6040;MBA 6060,,0.0
FINA 5011,MBA 6010;MBA 6040;MBA 6060,,0.0
FINA 5023,none,,0.0
FINA 5040,MBA 6010;MBA 6040;MBA 6060,,0.0
FINA 5075,MBA 6010;MBA 6040;MBA 6060,,0.0
FINA 5081,MBA 6010;MBA 6040;MBA 6060,,0.0
FINA 5084,MBA 6010;MBA 6040;MBA 6060,,0.0
FINA 5085,MBA 6010;MBA 6040;MBA 6060,,0.0
FINA 5931,MBA 6010;MBA 6040;MBA 6060,,0.0
FINA 6081,MBA 6040;MBA 6060,,0.0
FINA 6111,MBA 6010;MBA 6040;MBA 6060,,0.0
FINA 6130,MBA 6040;MBA 6060,,0.0
FINA 6140,MBA 6040;MBA 6060,,0.0
FINA 6163,MBA 6040;MBA 6060,,0.0
FINA 6165,MBA 6040;MBA 6060,,0.0
FINA 6170,MBA 6040;MBA 6060,,0.0
FINA 6175,MBA 6010;MBA 6040;MBA 6060,,0.0
FINA 6190,MBA 6040;MBA 6060,,0.0
FINA 6200,MBA 6010;MBA 6040;MBA 6060,,0.0
FINA 6931,MBA 6010;MBA 6040;MBA 6060,,0.0
FINA 6953,MBA 6010;MBA 6040;MBA 6060,,0.0
FINAI 4931,FINA 3001,,0.0
FINAI 5931,FINA 3001,,0.0
FREN 1001,none,,0.0
FREN 1002,FREN 1001,,0.0
FREN 1003,none,,0.0
FREN 2001,FREN 1002 or FREN 1003,,0.0
FREN 2002,FREN 2001,,0.0
FREN 2003,FREN 1002 or FREN 1003,,0.0
FREN 3000,none,,0.0
FREN 3001,FREN 2002 or FREN 2003,,0.0
FREN 3120,FREN 3001,,0.0
FREN 3500,FREN 2001 or FREN 2003,,0.0
FREN 3705,FREN 3001;FREN 3500,,0.0
FREN 4110,FREN 3001,,0.0
FREN 4200,FREN 3001;FREN 3500,,0.0
FREN 4210,FREN 3001;FREN 3500,,0.0
FREN 4220,FREN 3001;FREN 3500,,0.0
FREN 4230,FREN 3001;FREN 3500,,0.0
FREN 4240,FREN 3001;FREN 3500,,0.0
FREN 4250,none,,0.0
FREN 4251,none,,0.0
FREN 4260,FREN 3001;FREN 3500,,0.0
FREN 4270,none,,0.0
FREN 4280,FREN 3001;FREN 3500,,0.0
FREN 4300,FREN 3001;FREN 3500,,0.0
FREN 4310,FREN 3001;FREN 3500,,0.0
FREN 4320,FREN 3001;FREN 3500,,0.0
FREN 4330,FREN 3001;FREN 3500,,0.0
FREN 4340,FREN 3001;FREN 3500,,0.0
FREN 4350,none,,0.0
FREN 4350H,none,,0.0
FREN 4360,none,,0.0
FREN 4931,FREN 3500,,0.0
FREN 4995,none,,0.0
FREN 4999,none,,0.0
FREN 4999H,none,,0.0
FREN 5110,none,,0.0
FREN 6204,none,,0.0
GEEN 1120,none,,0.0
GEEN 1130,none,,0.0
GEEN 1200,none,,0.0
GEEN 1210,BIEN 1100;CEEN 1200;EECE 1200;GEEN 1200,,0.0
GEEN 2110,MATH 1451 or MATH 1455,,0.0
GEEN 2120,GEEN 2110,,0.0
GEEN 2130,GEEN 2110,,0.0
GEEN 2952,none,,0.0
GEEN 2960,GEEN 2952,,0.0
GEEN 2961,none,,0.0
GEEN 3959,GEEN 2961,,0.0
GEEN 3961,GEEN 2961,,0.0
GEEN 3990,GEEN 2961,,0.0
GEEN 3991,none,,0.0
GEEN 3992,GEEN 3991,,0.0
GEEN 3993,GEEN 3992,,0.0
GEEN 3994,GEEN 3993,,0.0
GEEN 4810,none,,3.0
GEEN 4820,none,,3.0
GEEN 4830,none,,0.0
GEEN 4840,GEEN 4830,,0.0
GEEN 4850,none,,2.0
GEEN 4931,none,,0.0
GEEN 4961,GEEN 3961,,0.0
GEEN 4991,GEEN 3994,,0.0
GEEN 4992,GEEN 4991,,0.0
GEEN 4993,GEEN 4992,,0.0
GEEN 4994,GEEN 4993,,0.0
GEEN 4995,none,,3.0
GEEN 4998,GEEN 4961,,0.0
GEEN 5810,none,,0.0
GEEN 5820,none,,0.0
GEEN 5830,none,,0.0
GEEN 5840,GEEN 5830,,0.0
GEEN 6700,none,,0.0
GEEN 6730,none,,0.0
GPDR 6001,none,,0.0
GPDR 6002,none,,0.0
GPDR 6101,GPDR 6001,,0.0
GPDR 6102,GPDR 6002,,0.0
GPDR 6201,GPDR 6101,,0.0
GPDR 6202,GPDR 6102,,0.0
GPDR 6302,none,,0.0
GPDR 6402,GPDR 6302,,0.0
GPDR 6502,GPDR 6402,,0.0
GRAD 6933,none,,0.0
GRAD 6934,none,,0.0
GRAD 6935,none,,0.0
GRAD 6936,none,,0.0
GRAD 6937,none,,0.0
GRAD 6945,none,,0.0
GRAD 6986,none,,0.0
GRAD 8097,none,,0.0
GRAD 8098,none,,0.0
GRAD 8099,none,,0.0
GRAD 8961,none,,0.0
GRAD 9983,none,,0.0
GREK 1001,none,,0.0
GREK 1002,GREK 1001,,0.0
GREK 2001,GREK 1002,,0.0
GREK 2002,GREK 2001,,0.0
GREK 3500,GREK 2002,,0.0
GREK 4931,none,,4.0
GREK 4995,none,,0.0
GREK 5931,none,,0.0
GREK 6204,none,,0.0
GRMN 1003,none,,0.0
GRMN 2003,GRMN 1003,,0.0
GRMN 3000,GRMN 2003,,0.0
GRMN 3001,GRMN 2003,,0.0
GRMN 3120,GRMN 3001,,0.0
GRMN 3200,none,,0.0
GRMN 3210,none,,0.0
GRMN 3500,GRMN 2003,,0.0
GRMN 3500H,GRMN 2003,,0.0
GRMN 3505,none,,0.0
GRMN 3510,GRMN 3500,,0.0
GRMN 3520,GRMN 3500,,0.0
GRMN 3530,GRMN 3500,,0.0
GRMN 3540,none,,0.0
GRMN 3550,none,,0.0
GRMN 3552,none,,0.0
GRMN 3570,none,,0.0
GRMN 3701,GRMN 2003,,0.0
GRMN 4000,GRMN 3500,,0.0
GRMN 4110,GRMN 3001,,0.0
GRMN 4931,none,,0.0
GRMN 4961,none,,0.0
GRMN 4962,GRMN 3500,,3.0
GRMN 4963,GRMN 3500,,3.0
GRMN 4995,none,,0.0
GRMN 4999,none,,0.0
GRMN 4999H,none,,0.0
GRMN 5110,none,,0.0
GRMN 6204,none,,0.0
HCTM 6200,none,,0.0
HCTM 6400,none,,0.0
HCTM 6500,none,,0.0
HCTM 6931,none,,0.0
HCTM 6946,none,,0.0
HCTM 6995,none,,0.0
HCTM 6998,none,,0.0
HEAL 1025,none,,0.0
HEAL 1025H,none,,0.0
HEAL 1060,none,,0.0
HEAL 1200,none,,0.0
HEAL 1400,none,,0.0
HEAL 1500,none,,0.0
HEAL 1600,none,,2.0
HEAL 1931,none,,0.0
HEAL 2045,HEAL 1060;BISC 2015;BISC 3110,,2.0
HEAL 2100,none,,2.0
HEAL 2300,none,,2.0
HEAL 3100,none,,3.0
HEAL 3200,none,,3.0
HEAL 4000,none,,0.0
HEAL 4200,none,,3.0
HEAL 4201,none,,3.0
HEAL 4300,none,,3.0
HEAL 4901,none,,3.0
HEAL 4901H,none,,3.0
HEAL 4931,none,,0.0
HEAL 4995,none,,0.0
HEAL 5200,none,,0.0
HEAL 5201,none,,0.0
HEAL 5901,none,,0.0
HEAL 5931,none,,0.0
HEAL 6007,none,,0.0
HEAL 6009,none,,0.0
HEAL 6010,NURS 6010;HEAL 8015,,0.0
HEAL 6101,none,,0.0
HEAL 6102,none,,0.0
HEAL 6103,none,,0.0
HEAL 6104,none,,0.0
HEAL 6105,none,,0.0
HEAL 6106,none,,0.0
HEAL 6825,none,,0.0
HEAL 6830,none,,0.0
HEAL 6835,none,,0.0
HEAL 6836,none,,0.0
HEAL 6837,none,,0.0
HEAL 6838,none,,0.0
HEAL 6839,none,,0.0
HEAL 6840,none,,0.0
HEAL 6845,none,,0.0
HEAL 6848,none,,0.0
HEAL 6931,none,,0.0
HEAL 6961,none,,0.0
HEAL 6963,none,,0.0
HEAL 6965,HEAL 8016,,0.0
HEAL 6995,none,,0.0
HEAL 7010,NURS 6010;HEAL 8015,,0.0
HEAL 7012,none,HEAL 8015,0.0
HEAL 7049,NURS 6010,,0.0
HEAL 7825,none,,0.0
HEAL 7830,none,,0.0
HEAL 7835,none,,0.0
HEAL 8002,none,,0.0
HEAL 8003,none,NURS 8000;HEAL 8015;HEAL 8016,0.0
HEAL 8004,NURS 8000;HEAL 8002,,0.0
HEAL 8008,NURS 8000,,0.0
HEAL 8010,none,,0.0
HEAL 8015,none,,0.0
HEAL 8016,HEAL 8015,,0.0
HEAL 8017,HEAL 8015;HEAL 8016,,0.0
HEAL 8018,HEAL 8015 or PSYC 8101,HEAL 8016 or PSYC 8102,0.0
HEAL 9970,none,,0.0
HESC 1931,none,,0.0
HESC 3929,none,,0.0
HESC 4995,none,,0.0
HIST 1001,none,,0.0
HIST 1002,none,,0.0
HIST 1101,none,,0.0
HIST 1120,none,,0.0
HIST 1121,none,,0.0
HIST 1130,none,,0.0
HIST 1201,none,,0.0
HIST 1202,none,,0.0
HIST 1301,none,,0.0
HIST 1401,none,,0.0
HIST 1501,none,,0.0
HIST 1601,none,,0.0
HIST 1701,none,,0.0
HIST 2000,none,,0.0
HIST 2931,none,,0.0
HIST 3101,none,,2.0
HIST 3103,none,,2.0
HIST 3104,none,,2.0
HIST 3106,none,,2.0
HIST 3107,none,,2.0
HIST 3108,none,,2.0
HIST 3118,none,,2.0
HIST 3127,none,,2.0
HIST 3165,none,,2.0
HIST 3201,none,,2.0
HIST 3205,none,,2.0
HIST 3210,none,,2.0
HIST 3220,none,,2.0
HIST 3225,none,,2.0
HIST 3232,none,,2.0
HIST 3235,none,,2.0
HIST 3295,none,,2.0
HIST 3297,none,,2.0
HIST 3455,none,,2.0
HIST 3753,none,,2.0
HIST 3755,none,,0.0
HIST 3800,none,,2.0
HIST 4100,none,,2.0
HIST 4101,none,,3.0
HIST 4113,none,,2.0
HIST 4114,none,,2.0
HIST 4115,none,,2.0
HIST 4120,none,,2.0
HIST 4125,none,,0.0
HIST 4127,none,,0.0
HIST 4130,none,,2.0
HIST 4135,none,,2.0
HIST 4140,none,,2.0
HIST 4145,none,,2.0
HIST 4150,none,,2.0
HIST 4155,none,,2.0
HIST 4156,none,,2.0
HIST 4160,none,,2.0
HIST 4165,none,,2.0
HIST 4205,none,,2.0
HIST 4210,none,,2.0
HIST 4212,none,,2.0
HIST 4245,none,,2.0
HIST 4249,none,,2.0
HIST 4250,none,,0.0
HIST 4251,none,,2.0
HIST 4252,none,,2.0
HIST 4255,none,,2.0
HIST 4255H,none,,2.0
HIST 4260,none,,2.0
HIST 4262,none,,2.0
HIST 4264,none,,2.0
HIST 4266,none,,2.0
HIST 4270,none,,2.0
HIST 4271,none,,2.0
HIST 4271H,none,,2.0
HIST 4290,none,,2.0
HIST 4298,none,,2.0
HIST 4310,none,,2.0
HIST 4320,none,,2.0
HIST 4350,none,,2.0
HIST 4355,none,,2.0
HIST 4450,none,,2.0
HIST 4460,none,,2.0
HIST 4500,none,,2.0
HIST 4525,none,,2.0
HIST 4550,none,,2.0
HIST 4555,none,,2.0
HIST 4600,none,,2.0
HIST 4705,none,,2.0
HIST 4747,none,,2.0
HIST 4931,none,,2.0
HIST 4953,HIST 2000,,3.0
HIST 4955,HIST 2000,,4.0
HIST 4955H,HIST 2000,,4.0
HIST 4986,none,,0.0
HIST 4987,none,,0.0
HIST 4995,none,,3.0
HIST 4999,none,,0.0
HIST 4999H,none,,0.0
HIST 5100,none,,0.0
HIST 5101,none,,0.0
HIST 5113,none,,0.0
HIST 5114,none,,0.0
HIST 5115,none,,0.0
HIST 5120,none,,0.0
HIST 5125,none,,0.0
HIST 5127,none,,0.0
HIST 5130,none,,0.0
HIST 5135,none,,0.0
HIST 5140,none,,0.0
HIST 5145,none,,0.0
HIST 5150,none,,0.0
HIST 5155,none,,0.0
HIST 5156,none,,0.0
HIST 5160,none,,0.0
HIST 5165,none,,0.0
HIST 5205,none,,0.0
HIST 5210,none,,0.0
HIST 5212,none,,0.0
HIST 5245,none,,0.0
HIST 5249,none,,0.0
HIST 5250,none,,0.0
HIST 5251,none,,0.0
HIST 5252,none,,0.0
HIST 5255,none,,0.0
HIST 5260,none,,0.0
HIST 5262,none,,0.0
HIST 5264,none,,0.0
HIST 5266,none,,0.0
HIST 5270,none,,0.0
HIST 5271,none,,0.0
HIST 5290,none,,0.0
HIST 5298,none,,0.0
HIST 5310,none,,0.0
HIST 5320,none,,0.0
HIST 5350,none,,0.0
HIST 5355,none,,0.0
HIST 5450,none,,0.0
HIST 5460,none,,0.0
HIST 5500,none,,0.0
HIST 5525,none,,0.0
HIST 5550,none,,0.0
HIST 5555,none,,0.0
HIST 5600,none,,0.0
HIST 5705,none,,0.0
HIST 5747,none,,0.0
HIST 5931,none,,0.0
HIST 5953,none,,0.0
HIST 5986,none,,0.0
HIST 5987,none,,0.0
HIST 6100,none,,0.0
HIST 6110,none,,0.0
HIST 6115,none,,0.0
HIST 6120,none,,0.0
HIST 6125,none,,0.0
HIST 6235,none,,0.0
HIST 6240,none,,0.0
HIST 6245,none,,0.0
HIST 6250,none,,0.0
HIST 6300,none,,0.0
HIST 6500,none,,0.0
HIST 6510,none,,0.0
HIST 6520,none,,0.0
HIST 6525,none,,0.0
HIST 6530,none,,0.0
HIST 6535,none,,0.0
HIST 6540,none,,0.0
HIST 6545,none,,0.0
HIST 6954,none,,0.0
HIST 6961,none,,0.0
HIST 6995,none,,0.0
HIST 6999,none,,0.0
HIST 8960,none,,0.0
HIST 8961,none,,0.0
HIST 8995,none,,0.0
HIST 8999,none,,0.0
HIST 9970,none,,0.0
HIST 9974,none,,0.0
HIST 9975,none,,0.0
HIST 9976,none,,0.0
HIST 9987,none,,0.0
HIST 9988,none,,0.0
HIST 9989,none,,0.0
HIST 9994,none,,0.0
HIST 9995,none,,0.0
HIST 9996,none,,0.0
HIST 9997,none,,0.0
HIST 9998,none,,0.0
HIST 9999,none,,0.0
HOPR 1001H,none,,1.0
HOPR 1953H,none,,0.0
HOPR 1954H,none,,0.0
HOPR 1955H,none,,0.0
HOPR 1964H,none,,0.0
HOPR 2953H,HOPR 1953,,0.0
HOPR 2954H,none,,2.0
HOPR 2955H,none,,0.0
HOPR 2956H,none,,2.0
HOPR 3953H,none,,0.0
HOPR 3954H,none,,3.0
HOPR 3957H,none,,0.0
HOPR 4954H,none,,0.0
HOPR 4999H,none,,3.0
HURE 3001,BUAD 1001,,0.0
HURE 3986,HURE 3001,,0.0
HURE 3990,HURE 3001,,0.0
HURE 4003,HURE 3001,,0.0
HURE 4010,HURE 3001;BUAD 1560,,0.0
HURE 4030,HURE 3001;BUAD 1560 or MATH 1700 or SOCI 2060,,0.0
HURE 4060,HURE 3001;BUAD 1560;MATH 1700 or MATH 4720;SOCI 2060;COMM 1700,,0.0
HURE 4080,HURE 3001,,0.0
HURE 4101,HURE 3001,,0.0
HURE 4140,HURE 3001,,0.0
HURE 4931,HURE 3001,,0.0
HURE 4986,HURE 3986,,0.0
HURE 4989,HURE 3001,,0.0
HURE 4990,none,HURE 3001,0.0
HURE 4991,none,HURE 3001,0.0
HURE 4995,none,,0.0
HURE 5003,none,,0.0
HURE 5010,none,,0.0
HURE 5080,none,,0.0
HURE 5140,none,,0.0
HURE 5931,none,,0.0
HURE 6105,none,,0.0
HURE 6170,none,,0.0
HURE 6210,none,,0.0
HURE 6530,none,,0.0
HURE 6535,none,,0.0
HURE 6590,none,,0.0
HURE 6931,none,,0.0
HURE 6995,none,,0.0
INBI 4997,COSC 3570;BIOL 4201,,4.0
INBU 2953,none,,0.0
INBU 3986,none,,0.0
INBU 4141,MANA 3001;OSCM 3001;MARK 3001;FINA 3001,,4.0
INBU 4931,none,,3.0
INBU 4953,none,,3.0
INBU 4986,INBU 3986,,0.0
INBU 4989,none,,0.0
INBU 4995,none,,0.0
INBU 5931,none,,0.0
INBU 6931,none,,0.0
INBU 6953,none,,0.0
INBU 6995,none,,0.0
INBUI 4931,none,,0.0
INBUI 6931,none,,0.0
INCG 2010,none,,0.0
INCG 3986,none,,3.0
INCG 4986,INCG 3986,,3.0
INCG 4997,none,,4.0
INDS 4997,none,,0.0
INES 3986,none,,0.0
INES 3987,none,,0.0
INES 4987,none,INES 3986,0.0
INES 4997,none,,4.0
INFS 4953,SOCI 2200,,4.0
INGS 1001,none,,0.0
INGS 4995,none,,0.0
INGS 4997,INGS 1001,,0.0
INIA 4997,none,,4.0
INPR 8995,none,,0.0
INPR 8999,none,,0.0
INPR 9970,none,,0.0
INPR 9974,none,,0.0
INPR 9975,none,,0.0
INPR 9976,none,,0.0
INPR 9987,none,,0.0
INPR 9988,none,,0.0
INPR 9989,none,,0.0
INPR 9997,none,,0.0
INPR 9998,none,,0.0
INPR 9999,none,,0.0
INPS 2010,none,,2.0
INPS 3250,THEO 1001 or THEO 1001H,,0.0
INPS 3960,none,,0.0
INPS 4300,CRLS 1001;CRLS 2001;SOWJ 1001;SOCI 1001;INGS 1001 or INPS 2010,,3.0
INPS 4997,none,,4.0
INSY 3001,none,,2.0
INSY 3986,INSY 3001;ACCO 4050,,0.0
INSY 4051,INSY 3001;ACCO 4050,,0.0
INSY 4052,INSY 3001;ACCO 4050,,0.0
INSY 4053,INSY 3001;ACCO 4050,,0.0
INSY 4054,INSY 3001;ACCO 4050;INSY 4051 or BUAN 3066,,0.0
INSY 4055,INSY 4051 or COSC 1010,,0.0
INSY 4056,INSY 3001 or ACCO 4050,,3.0
INSY 4156,INSY 3001 or ACCO 4050,,0.0
INSY 4158,none,,0.0
INSY 4931,INSY 3001,,0.0
INSY 4986,INSY 3986,,0.0
INSY 4989,INSY 3001;ACCO 4050,,0.0
INSY 4995,none,,0.0
INSY 5054,none,,0.0
INSY 5056,MBA 6070,,0.0
INSY 5156,MBA 6070,,0.0
INSY 5931,MBA 6070,,0.0
INSY 6151,MBA 6070,,0.0
INSY 6153,none,,0.0
INSY 6156,MBA 6070,,0.0
INSY 6157,MBA 6070,,0.0
INSY 6158,MBA 6070,,0.0
INSY 6159,MBA 6070,,0.0
INSY 6200,MBA 6070,,0.0
INSY 6931,MBA 6070,,0.0
INSY 6995,none,,0.0
IPED 9705,none,,0.0
IPED 9710,none,,0.0
IPED 9715,none,,0.0
IPED 9720,none,,0.0
IPED 9730,none,,0.0
ITAL 1001,none,,0.0
ITAL 1002,ITAL 1001,,0.0
ITAL 2001,ITAL 1002,,0.0
ITAL 2002,ITAL 2001,,0.0
ITAL 3001,ITAL 2002,,0.0
ITAL 3100,none,,0.0
ITAL 3200,none,,0.0
ITAL 3210,none,,0.0
ITAL 3215,none,,0.0
ITAL 4931,none,,0.0
ITAL 5931,none,,0.0
JOUR 1001,none,,0.0
JOUR 1100,none,,0.0
JOUR 1200,none,,0.0
JOUR 1550,JOUR 1100,,0.0
JOUR 2100,JOUR 1550,,0.0
JOUR 3900,none,,3.0
JOUR 3986,none,,3.0
JOUR 4010,JOUR 2100,,0.0
JOUR 4150,JOUR 2100,,0.0
JOUR 4160,JOUR 2100,,3.0
JOUR 4200,none,,0.0
JOUR 4360,none,,0.0
JOUR 4510,JOUR 2100,,0.0
JOUR 4530,JOUR 2100,,0.0
JOUR 4600,none,,3.0
JOUR 4710,none,,0.0
JOUR 4730,JOUR 2100,,3.0
JOUR 4800,JOUR 2100,,3.0
JOUR 4931,none,,3.0
JOUR 4932,JOUR 2100,,0.0
JOUR 4953,JOUR 2100,,3.0
JOUR 4986,none,,3.0
JOUR 4990,JOUR 2100,,3.0
JOUR 4995,none,,3.0
JOUR 4997,JOUR 4150,,4.0
